Review_8,Capacity,Noise_Level,Review_1,Review_3,Review_2,Review_5,Review_4,Review_7,Review_6,ASIN,Offer_Price,Brand,Item_name,No_of_Reviews,Energy_Efficiency,Part_No,MRP,Control_Console,Model,Best_Sellers_Rank_Category_AC,Best_Sellers_Rank_Category_home_kitchen,Color,Wattage,Installation_Type,Average_Rating,Voltage,Item_href
,1.5 tons,44 dB,,,,,,,,B01INII4GW," 42,400.00",Samsung,"Samsung AR18JC5TFUR Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,5 Star Rating,AR18JC5TFUR,,Remote Control,Brand Fulfilled,,,White,1495 Watts,Split,,,http://www.amazon.in/Samsung-AR18JC5TFUR-Split-Rating-White/dp/B01INII4GW/ref=sr_1_336/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-336
,1.5 tons,44 dB,,,,,,,,B01INII4GW," 42,400.00",Samsung,"Samsung AR18JC5TFUR Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,5 Star Rating,AR18JC5TFUR,,Remote Control,Brand Fulfilled,,,White,1495 Watts,Split,,,http://www.amazon.in/Samsung-AR18JC5TFUR-Split-Rating-White/dp/B01INII4GW/ref=sr_1_336_m/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-336
,1.5 tons,43 dB,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,,,B01INHBFRS," 34,216.00",Samsung,"Samsung AR18KC3HDWK Split AC (1.5 Ton, 3 Star Rating, Plain, Aluminium): Amazon.in: Home & Kitchen",1 review,3 Star Rating,AR18KC3HDWK,"39,500.00",Remote Control,Brand Fulfilled,,,Plain,,Split,1.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18KC3HDWK-Split-Rating-Aluminium/dp/B01INHBFRS/ref=sr_1_376_m/255-1453627-1374867?ie=UTF8&qid=1485080008&s=kitchen&sr=1-376
,1.5 tons,,nice,,,,,,,B01INHBKBY," 44,499.00",Samsung,"Samsung AR18KV5HBTQ Split AC (1.5 Ton, 5 Star Rating, Lily Blue): Amazon.in: Home & Kitchen",1 review,5 Star Rating,AR18KV5HBTQ,"51,400.00",Remote Control,Brand Fulfilled,,,Lily Blue,,Split,5.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18KV5HBTQ-Split-Star-Rating/dp/B01INHBKBY/ref=sr_1_373_m/255-1453627-1374867?ie=UTF8&qid=1485080008&s=kitchen&sr=1-373
,1.5 tons,43 dB,,,,,,,,B01INHB9W4," 31,941.00",Samsung,"Samsung AR18KC2HATR Split AC (1.5 Ton, 2 Star Rating, Grey, Aluminium): Amazon.in: Home & Kitchen",,2 Star Rating,AR18KC2HATR,"36,900.00",Remote Control,Brand Fulfilled,,,Grey,,Split,,,http://www.amazon.in/Samsung-AR18KC2HATR-Split-Rating-Aluminium/dp/B01INHB9W4/ref=sr_1_383_m/255-1453627-1374867?ie=UTF8&qid=1485080008&s=kitchen&sr=1-383
,1.5 tons,45 dB,,,,,,,,B01INHBAMS," 51,000.00",Samsung,"Samsung AR18JV5HBTQ Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,5 Star Rating,AR18JV5HBTQ,,Remote Control,Brand Fulfilled,,,White,1520 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR18JV5HBTQ-Split-Rating-White/dp/B01INHBAMS/ref=sr_1_381/255-1453627-1374867?ie=UTF8&qid=1485080008&s=kitchen&sr=1-381
,1.5 tons,43 dB,"Excellent product ever seen .No noise pollution ,power saving ,immediate cooling ,appears as a prestigious item in the room ,various options in AC are very very useful .",Best AC in Range ...-VERY FAST COOLING-NO NOISE-EASY OPERATING,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,B01INHBFR8," 33,215.00",Samsung,"Samsung AR18KC3JDMC Split AC (1.5 Ton, 3 Star Rating, Blue Cosmo Strip, Aluminium): Amazon.in: Home & Kitchen",3 reviews,3 Star Rating,AR18KC3JDMC,"38,300.00",Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,3.7 out of 5 stars,,http://www.amazon.in/Samsung-AR18KC3JDMC-Split-Rating-Aluminium/dp/B01INHBFR8/ref=sr_1_377/255-1453627-1374867?ie=UTF8&qid=1485080008&s=kitchen&sr=1-377
,2 tons,44 dB,,,,,,,,B01INII7DM," 44,300.00",Samsung,"Samsung AR24HC2USNB Split AC (2 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",,2 Star Rating,AR24HC2USNB,,Remote Control,Brand Fulfilled,,,White,2030 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR24HC2USNB-Split-Rating-White/dp/B01INII7DM/ref=sr_1_334/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-334
,2 tons,44 dB,,,,,,,,B01INII7KU," 29,600.00",Samsung,"Samsung AR24JC2JAMV Split AC (2 Ton, 2 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,2 Star Rating,AR24JC2JAMV,,Remote Control,Brand Fulfilled,#656,"#6,26,787",White,2030 Watts,Split,,,http://www.amazon.in/Samsung-AR24JC2JAMV-Split-Rating-Aluminium/dp/B01INII7KU/ref=sr_1_332/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-332
,1.5 tons,48 dB,,,,,,,,B00LMZC32A," 38,199.00",Godrej,"Godrej GSC18FG6BNG Split AC (1.5 Ton, 5 Star Rating, Black, Copper): Amazon.in: Home & Kitchen",5 reviews,5 Star Rating,,,Remote Control,GSC 18 FG 6 BNG,#345,"#3,34,296",Black,1350 Watts,Split,3.4 out of 5 stars,230 Volts,http://www.amazon.in/Godrej-GSC18FG6BNG-Split-Rating-Copper/dp/B00LMZC32A/ref=sr_1_328/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-328
,2 tons,44 dB,"Very poor product and service quality. My AC had a circuit board issue in the out door unit and the reason cited is water leaked. in a matter of 14 months after purchase (just out of warranty) that too water leak in outdoor unit...for god's sake it is an outdoor unit that will be in the rain and you say water leaked...how is that not a manufacturing or installation defect...very pathetic...and now in another 6 months, stopped cooling...very pathetic product from samsung...strictly avoid...i purchased in Shahs Electronics store in Chennai and not via amazon...",Please Don't buy this A/C...Its very very bad,"This is a piece of junk . Bought it since the dealership talked about 20 feet air throw and looked good, but thats where it ends, worked beautifully for 6 months, after that its cooling is absolutely non existent. Called Samsung customer care several times, their AC technician doesnt even know how to open the damn thing, each visit they would open , clean the filter , close and say this is the max capacity cooling . Youre better off with a blue star or voltas . Samsung stop fleecing customers !!",,,,,B01INII76O," 60,100.00",Samsung,"Samsung AR24HV5NBWK Inverter AC (2 Ton, White, Aluminium): Amazon.in: Home & Kitchen",3 reviews,,AR24HV5NBWK,,Remote Control,Brand Fulfilled,,,White,1710 Watts,Split,1.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR24HV5NBWK-Inverter-White-Aluminium/dp/B01INII76O/ref=sr_1_335/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-335
,2 tons,44 dB,,,,,,,,B01INII7KU," 29,600.00",Samsung,"Samsung AR24JC2JAMV Split AC (2 Ton, 2 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,2 Star Rating,AR24JC2JAMV,,Remote Control,Brand Fulfilled,#656,"#6,26,787",White,2030 Watts,Split,,,http://www.amazon.in/Samsung-AR24JC2JAMV-Split-Rating-Aluminium/dp/B01INII7KU/ref=sr_1_332_m/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-332
,1.2 tons,48 dB,,,,,,,,B00LWRD46C," 27,500.00",Voltas,"Voltas Y Series Classic 153 CY Split AC (1.2 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,MBdl_25,"35,190.00",Remote Control,1.2 T 153 CY,#309,"#3,04,424",White,1203 Watts,Split,,230 Volts,http://www.amazon.in/Voltas-153-CY-1-2-Aluminium/dp/B00LWRD46C/ref=sr_1_326/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-326
,1.5 tons,,,,,,,,,B01INHBA00," 33,700.00",Samsung,"Samsung AR18KC2USMC Split AC (1.5 Ton, 2 Star Rating, Blue Cosmo Strip): Amazon.in: Home & Kitchen",,2 Star Rating,AR18KC2USMC,,Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,,,http://www.amazon.in/Samsung-AR18KC2USMC-Split-Rating-Cosmo/dp/B01INHBA00/ref=sr_1_382_m/255-1453627-1374867?ie=UTF8&qid=1485080008&s=kitchen&sr=1-382
,1018 Liters,36 dB,there technicians are unable to solve the problem.I  have wasted my money and time in IFBwill always oppose your products and i will stop people to buy IFBWorst company in the world.whole summer i am not able to use there air conditioner,,"Using it almost 3 month. TURBO mode is osam .. Super cooling.. I purchase it at 30, 500 from local buti will prefer online no difference..",,,,,B00LA41KL8," 27,500.00",IFB,"IFB IACS12KA3TC Split AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",2 reviews,3 Star Rating,,"34,750.00",Remote Control,IACS12KA3TC,#332,"#3,26,580",White,1110 Watts,Split,3.0 out of 5 stars,230 Volts,http://www.amazon.in/IFB-IACS12KA3TC-Split-Rating-Copper/dp/B00LA41KL8/ref=sr_1_330/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-330
,1.2 tons,43 dB,,,,,,,,B00LWRD11K," 26,190.00",Voltas,"Voltas Y Series Classic 152 CY Split AC (1.2 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,2 Star Rating,MBdl_8,"32,290.00",Remote Control,1.2T 152 CY,#331,"#3,26,500",White,1266 Watts,Split,,230 Volts,http://www.amazon.in/Voltas-Classic-152-CY-Rating/dp/B00LWRD11K/ref=sr_1_327/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-327
,1.8 tons,,,,,,,,,B00NPOJFJU," 40,899.00",Daikin,"Daikin IDU FTC60PRV16 Split AC (1.8 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",,2 Star Rating,,,Remote Control,IDU 1.8T FTC60PRV16,#325,"#3,19,333",White,,Split,,,http://www.amazon.in/Daikin-IDU-FTC60PRV16-Split-Rating/dp/B00NPOJFJU/ref=sr_1_318/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-318
,1 tons,29 dB,Nice Air conditioner....But the sales and Service of ONIDA is very poor.  It takes more than 4 days to install the ac,,,,,,,B00O21C9BQ," 25,239.00",Onida,"Onida S123FLT-N Split AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",1 review,3 Star Rating,,,Remote Control,S123FLT-N,#348,"#3,37,051",White,1070 Watts,Split,1.0 out of 5 stars,,http://www.amazon.in/Onida-S123FLT-N-Split-Rating-Copper/dp/B00O21C9BQ/ref=sr_1_317/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-317
,2 tons,,,,,,,,,B00OPT3RKW," 39,390.00",O General,"O'General AXGT24AATH Advanced Hyper Tropical Window AC (2 Ton, 1 Star Rating, White): Amazon.in: Home & Kitchen",,1 Star Rating,,"40,990.00",Remote Control,AXGT24AATH,#362,"#3,53,393",White,2360 Watts,Window,,240 Volts,http://www.amazon.in/OGeneral-AXGT24AATH-Advanced-Tropical-Window/dp/B00OPT3RKW/ref=sr_1_316/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-316
,1 tons,39 dB,,,,,,,,B00NLBQSGA," 27,500.00",Daikin,"Daikin FTQ35QRV16 Split AC (1 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",,2 Star Rating,FTQ35QRV16,,Remote Control,FTQ35PRV16,#335,"#3,30,139",White,1098 Watts,Split,,230 Volts,http://www.amazon.in/Daikin-FTQ35QRV16-Split-Rating-White/dp/B00NLBQSGA/ref=sr_1_321/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-321
,1 tons,33 dB,,,,,,,,B00MOHLL8C," 31,137.00",Haier,"Haier HSU-13CXAR3N Ether Split AC (1 Ton, 3 Star Rating, Red, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,,,,HSU-13CXAR3N,#363,"#3,55,733",Red,1100 Watts,Split,,230 Volts,http://www.amazon.in/Haier-HSU-13CXAR3N-Ether-Rating-Aluminium/dp/B00MOHLL8C/ref=sr_1_322/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-322
,2 tons,44 dB,,,,,,,,B01INII7H8," 45,300.00",Samsung,"Samsung AR24HC3TFUR Split AC (2 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,3 Star Rating,AR24HC3TFUR,,Remote Control,Brand Fulfilled,,,White,1950 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR24HC3TFUR-Split-Rating-White/dp/B01INII7H8/ref=sr_1_333_m/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-333
,1.5 tons,35 dB,Don't buy Videocon products.... its worst than ever and too Service of after selling. products will stuck with another problem on after 5to 6 month....i bought this model ac and i throw after 4 month itself due its sensor not working properly and power consumes 16 units per 8 hours at the night time....Service people are not responded,,"Never buy Videocon products!!!!, their after sell service s***ks...they have appointed some third class companies for electronic product after sell service....I have just wasted my hard earned 27k by buying Videocon AC....11 months 3 repairs and still giving problems...I wanted register 4th complaint before 1 year warranty period but these people made me wait and called me back after warranty period got over...and now asking money for repair..worst electronic product company in India...Never buy Videocon products!!!!, their after sell service s***ks...they have appointed some third class companies for electronic product after sell service....I have just wasted my hard earned 27k by buying Videocon AC....11 months 3 repairs and still giving problems...I wanted register 4th complaint before 1 year warranty period but these people made me wait and called me back after warranty period got over...and now asking money for repair..worst electronic product company in India...091116 - compressor stopped working after 1.5 year.Cost of repairing 3k. I bought this piece of crap from this worst AC manufacturing company of INDIA for 26,000 and last 1 .5 years I spent 14k on repairing. So suggest you think twice before buying AC from this company.",,,,,B00NM9QBMW," 36,990.00",Videocon,"Videocon VSD55.WV1-MDA Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",2 reviews,5 Star Rating,14000026214,"38,090.00",Remote Control,VSD55.WV1-MDA,#17,"#9,353",White,1460 Watts,Split,1.0 out of 5 stars,230 Volts,http://www.amazon.in/Videocon-VSD55-WV1-MDA-Split-Rating-White/dp/B00NM9QBMW/ref=sr_1_320/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-320
,1 tons,40 dB,,,,,,,,B00VUTWD5U," 30,744.00",Carrier,"Carrier 12K Octra Split AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,,Remote Control,42KGE - 012Mm,,,White,983 Watts,Split,,230 Volts,http://www.amazon.in/Carrier-Octra-Split-Rating-Copper/dp/B00VUTWD5U/ref=sr_1_576/255-6401717-3654001?ie=UTF8&qid=1485080007&s=kitchen&sr=1-576
,2 tons,44 dB,"Very poor product and service quality. My AC had a circuit board issue in the out door unit and the reason cited is water leaked. in a matter of 14 months after purchase (just out of warranty) that too water leak in outdoor unit...for god's sake it is an outdoor unit that will be in the rain and you say water leaked...how is that not a manufacturing or installation defect...very pathetic...and now in another 6 months, stopped cooling...very pathetic product from samsung...strictly avoid...i purchased in Shahs Electronics store in Chennai and not via amazon...",Please Don't buy this A/C...Its very very bad,"This is a piece of junk . Bought it since the dealership talked about 20 feet air throw and looked good, but thats where it ends, worked beautifully for 6 months, after that its cooling is absolutely non existent. Called Samsung customer care several times, their AC technician doesnt even know how to open the damn thing, each visit they would open , clean the filter , close and say this is the max capacity cooling . Youre better off with a blue star or voltas . Samsung stop fleecing customers !!",,,,,B01INII76O," 60,100.00",Samsung,"Samsung AR24HV5NBWK Inverter AC (2 Ton, White, Aluminium): Amazon.in: Home & Kitchen",3 reviews,,AR24HV5NBWK,,Remote Control,Brand Fulfilled,,,White,1710 Watts,Split,1.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR24HV5NBWK-Inverter-White-Aluminium/dp/B01INII76O/ref=sr_1_335_m/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-335
,1 tons,38 dB,,,,,,,,B00OPT3UOU," 29,090.00",Onida,"Onida S123FLT-LT Power Flat-L Split AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,,Remote Control,S123FLT-LT,#346,"#3,35,049",White,1050 Watts,Split,,230 Volts,http://www.amazon.in/Onida-S123FLT-LT-Flat-L-Rating-Copper/dp/B00OPT3UOU/ref=sr_1_315/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-315
,1.5 tons,43 dB,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,,,B01INHBLAY," 38,038.00",Samsung,"Samsung AR18KC5JDMC Split AC (1.5 Ton, 5 Star Rating, Blue Cosmo Strip): Amazon.in: Home & Kitchen",1 review,5 Star Rating,AR18KC5JDMC,"43,900.00",Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,1.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18KC5JDMC-Split-Rating-Cosmo/dp/B01INHBLAY/ref=sr_1_368/255-1453627-1374867?ie=UTF8&qid=1485080008&s=kitchen&sr=1-368
,1.5 tons,48 dB,,,,,,,,B00OPT5IBS," 31,000.00",Voltas,"Voltas 183 CY Vertis Classic Split AC (1.5 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,,,Remote Control,183 CY,#321,"#3,17,137",White,1555 Watts,Split,,230 Volts,http://www.amazon.in/Voltas-183-CY-Classic-Aluminium/dp/B00OPT5IBS/ref=sr_1_314/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-314
,1.5 tons,41 dB,,,,,,,,B01INHBQ2M," 51,870.00",Samsung,"Samsung AR18KV5NBWK Split AC (1.5 Ton, 5 Star Rating, Plain, Aluminium): Amazon.in: Home & Kitchen",,5 Star Rating,AR18KV5NBWK,"58,400.00",Remote Control,Brand Fulfilled,,,Plain,,Split,,,http://www.amazon.in/Samsung-AR18KV5NBWK-Split-Rating-Aluminium/dp/B01INHBQ2M/ref=sr_1_366_m/255-1453627-1374867?ie=UTF8&qid=1485080008&s=kitchen&sr=1-366
,1 tons,,,,,,,,,B00MA6WWP8," 22,700.00",Lloyd,"Lloyd Grandeura LS13A2P Split AC (1 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",,2 Star Rating,LS13A2P,,Remote Control,LS13A2P,#328,"#3,24,909",White,1170 Watts,Split,,230 Volts,http://www.amazon.in/Lloyd-Grandeura-LS13A2P-Split-Rating/dp/B00MA6WWP8/ref=sr_1_324/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-324
,1 tons,,2016's top 1,,,,,,,B01BSNSI60," 57,000.00",Hitachi,"Hitachi RAU512CWEA Kashikoi Split AC (1 Ton, 5 Star Rating, Silver, Copper): Amazon.in: Home & Kitchen",1 review,5 Star Rating,,,Remote Control,RAU512CWEA,#542,"#5,20,108",Silver,,Split,5.0 out of 5 stars,230 Volts,http://www.amazon.in/Hitachi-RAU512CWEA-Kashikoi-Rating-Silver/dp/B01BSNSI60/ref=sr_1_476/253-6029875-4538509?ie=UTF8&qid=1485080008&s=kitchen&sr=1-476
,1 tons,40 dB,Value for money,,,,,,,B00LWRDBS8," 26,000.00",Voltas,"Voltas 123 CYE Classic YE Series Split AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",1 review,3 Star Rating,123 Cye,"33,090.00",Remote Control,1.0 T 123 CYe,#369,"#3,58,800",White,1028 Watts,Split,5.0 out of 5 stars,230 Volts,http://www.amazon.in/Voltas-123-Classic-Rating-Copper/dp/B00LWRDBS8/ref=sr_1_325/255-4260654-1007340?ie=UTF8&qid=1485080007&s=kitchen&sr=1-325
,1.5 tons,41 dB,I have just purchased this product. It provides effective coolling in the room size of 10*12*11.,Super product i loved it,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,B01INHBKN2," 44,499.00",Samsung,"Samsung AR18KV5HBTR Split AC (1.5 Ton, 5 Star Rating, Blue, Aluminium): Amazon.in: Home & Kitchen",6 reviews,5 Star Rating,AR18KV5HBTR,"51,400.00",Remote Control,Brand Fulfilled,,,Blue,,Split,2.5 out of 5 stars,,http://www.amazon.in/Samsung-AR18KV5HBTR-Split-Rating-Aluminium/dp/B01INHBKN2/ref=sr_1_371/255-1453627-1374867?ie=UTF8&qid=1485080008&s=kitchen&sr=1-371
,1.5 tons,43 dB,It is a good product for buy and use,,,,,,,B01INHBKRS," 36,036.00",Samsung,"Samsung AR18KC5UDMC Split AC (1.5 Ton, 5 Star Rating, Blue Cosmo Strip, Aluminium): Amazon.in: Home & Kitchen",1 review,5 Star Rating,AR18KC5UDMC,"41,600.00",Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,4.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18KC5UDMC-Split-Rating-Aluminium/dp/B01INHBKRS/ref=sr_1_370_m/255-1453627-1374867?ie=UTF8&qid=1485080008&s=kitchen&sr=1-370
,1.7 tons,44 dB,,,,,,,,B01INHBW8A," 54,800.00",Samsung,"Samsung AR24JV5HBWK Split AC (1.7 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,5 Star Rating,AR24JV5HBWK,,Remote Control,Brand Fulfilled,,,White,1860 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR24JV5HBWK-Split-Rating-White/dp/B01INHBW8A/ref=sr_1_364_m/255-1453627-1374867?ie=UTF8&qid=1485080008&s=kitchen&sr=1-364
,1.5 tons,43 dB,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,,,B01INHBKHS," 39,312.00",Samsung,"Samsung AR18KC5HDTR Split AC (1.5 Ton, 5 Star Rating, Grey, Aluminium): Amazon.in: Home & Kitchen",1 review,5 Star Rating,AR18KC5HDTR,"45,400.00",Remote Control,Brand Fulfilled,,,Grey,,Split,1.0 out of 5 stars,,http://www.amazon.in/Samsung-AR18KC5HDTR-Split-Rating-Aluminium/dp/B01INHBKHS/ref=sr_1_372/255-1453627-1374867?ie=UTF8&qid=1485080008&s=kitchen&sr=1-372
,2 tons,44 dB,,,,,,,,B01INHC0LS," 42,861.00",Samsung,"Samsung AR24KC3HATP Split AC (2 Ton, 3 Star Rating, Lily Grey, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,AR24KC3HATP,"49,500.00",Remote Control,Brand Fulfilled,,,Lily Grey,,Split,,,http://www.amazon.in/Samsung-AR24KC3HATP-Split-Rating-Aluminium/dp/B01INHC0LS/ref=sr_1_363_m/255-1453627-1374867?ie=UTF8&qid=1485080008&s=kitchen&sr=1-363
,1.5 tons,41 dB,,,,,,,,B01INHBQ2M," 51,870.00",Samsung,"Samsung AR18KV5NBWK Split AC (1.5 Ton, 5 Star Rating, Plain, Aluminium): Amazon.in: Home & Kitchen",,5 Star Rating,AR18KV5NBWK,"58,400.00",Remote Control,Brand Fulfilled,,,Plain,,Split,,,http://www.amazon.in/Samsung-AR18KV5NBWK-Split-Rating-Aluminium/dp/B01INHBQ2M/ref=sr_1_366/255-1453627-1374867?ie=UTF8&qid=1485080008&s=kitchen&sr=1-366
,1 tons,,No command's,,,,,,,B01CFY9400," 28,600.00",Blue Star,"Blue Star BI-3HW12VCU Split AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",1 review,3 Star Rating,,,Remote Control,BI-3HW12VCU,#552,"#5,25,575",White,,Split,2.0 out of 5 stars,230 Volts,http://www.amazon.in/Blue-Star-BI-3HW12VCU-Rating-Copper/dp/B01CFY9400/ref=sr_1_467/253-6029875-4538509?ie=UTF8&qid=1485080008&s=kitchen&sr=1-467
,2 tons,,,,,,,,,B01INHC108," 42,739.00",Samsung,"Samsung AR24KC2JAMC Split AC (2 Ton, 2 Star Rating, Blue Cosmo Strip, Aluminium): Amazon.in: Home & Kitchen",,2 Star Rating,AR24KC2JAMC,"47,100.00",Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,,,http://www.amazon.in/Samsung-AR24KC2JAMC-Split-Rating-Aluminium/dp/B01INHC108/ref=sr_1_362/255-1453627-1374867?ie=UTF8&qid=1485080008&s=kitchen&sr=1-362
,2 tons,42 dB,,,,,,,,B01INHBPYQ," 40,900.00",Samsung,"Samsung AR24FC2TAUR Split AC (2 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",,2 Star Rating,AR24FC2TAUR,,Remote Control,Brand Fulfilled,,,White,,Split,,,http://www.amazon.in/Samsung-AR24FC2TAUR-Split-Rating-White/dp/B01INHBPYQ/ref=sr_1_367_m/255-1453627-1374867?ie=UTF8&qid=1485080008&s=kitchen&sr=1-367
,1.5 tons,,,,,,,,,B01CFY8Y2O," 43,500.00",Blue Star,"Blue Star BI-3CNHW18CAFU Split AC (1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,,Remote Control,BI-3CNHW18CAFU,,,White,,Split,,230 Volts,http://www.amazon.in/Blue-Star-BI-3CNHW18CAFU-Rating-Copper/dp/B01CFY8Y2O/ref=sr_1_468/253-6029875-4538509?ie=UTF8&qid=1485080008&s=kitchen&sr=1-468
,1 tons,,,,,,,,,B01CFY941E," 36,400.00",Blue Star,"Blue Star BI-5HW12SAFX Split AC (1 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,3 Star Rating,,,Remote Control,BI-5HW12SAFX,,,White,,Split,,,http://www.amazon.in/Blue-Star-BI-5HW12SAFX-Rating-Aluminium/dp/B01CFY941E/ref=sr_1_466/253-6029875-4538509?ie=UTF8&qid=1485080008&s=kitchen&sr=1-466
